Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
aem-modernize-tools,com.adobe.aem.modernize.component,ComponentRewriteRuleService,apply,0,1,3
aem-modernize-tools,com.adobe.aem.modernize.component,ComponentRewriteRuleService,apply,0,1,2
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceImpl,getSearchPaths,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceImpl,apply,16,2,3
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceImpl,apply,28,5,2
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceImpl,findPrevName,12,3,2
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceImpl,orderParent,17,4,3
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceImpl,bindRule,4,1,2
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceImpl,unbindRule,4,1,2
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceImpl,activate,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentTreeRewriter,rewrite,48,10,2
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceImplTest,beforeEach,23,2,0
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceImplTest,testShallowApply,27,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceImplTest,$init,4,1,1
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceImplTest,matches,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceImplTest,applyTo,4,1,2
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceImplTest,getRanking,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceImplTest,testDeepApply,16,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceImplTest,rewrite,6,1,2
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceOakTest,beforeEach,8,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceOakTest,testIssue_119_beginning,19,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceOakTest,testIssue_119_middle,19,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceOakTest,testIssue_119_end,19,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceOakTest,testShallowKeepsOrder,20,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceOakTest,testShallowAggregateKeepsOrder,18,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceOakTest,testShallowAggregateOnlyChild,11,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentRewriteRuleServiceOakTest,testShallowAggregateFirstNode,12,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentTreeRewriterTest,preservesOrder,24,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentTreeRewriterTest,skipsFinalPaths,20,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentTreeRewriterTest,infiniteLoop,12,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentTreeRewriterTest,SetRootFinalRewriteRule,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentTreeRewriterTest,getId,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentTreeRewriterTest,matches,6,2,1
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentTreeRewriterTest,applyTo,4,1,2
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentTreeRewriterTest,getId,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentTreeRewriterTest,matches,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.component.impl,ComponentTreeRewriterTest,applyTo,4,1,2
aem-modernize-tools,com.adobe.aem.modernize.component.impl,SetRootFinalRewriteRule,SetRootFinalRewriteRule,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.component.impl,SetRootFinalRewriteRule,getId,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.impl,SetRootFinalRewriteRule,matches,6,2,1
aem-modernize-tools,com.adobe.aem.modernize.component.impl,SetRootFinalRewriteRule,applyTo,4,1,2
aem-modernize-tools,com.adobe.aem.modernize.component.impl,NoOpRewriteRule,getId,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.impl,NoOpRewriteRule,matches,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.component.impl,NoOpRewriteRule,applyTo,4,1,2
aem-modernize-tools,com.adobe.aem.modernize.component.job,ComponentJobExecutor,doProcess,33,5,3
aem-modernize-tools,com.adobe.aem.modernize.component.job,ComponentJobExecutor,getResourceResolverFactory,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.job,ComponentJobExecutorTest,beforeEach,6,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.job,ComponentJobExecutorTest,testDoProcessSuccesses,23,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.job,ComponentJobExecutorTest,testDoProcessFailures,23,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRule,getTitle,10,2,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRule,getId,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRule,matches,26,5,1
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRule,applyTo,8,2,2
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRule,getRanking,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRule,processResponsiveGrid,57,11,1
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRule,processContainer,32,6,2
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRule,getColumnContent,20,4,1
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRule,isColumnNode,6,2,1
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRule,addResponsive,18,5,4
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRule,findFirstColumn,22,6,1
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRule,findMatches,23,4,1
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRule,visit,15,4,1
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRule,hasPattern,4,1,1
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRule,activate,55,10,2
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,checkResponsive,12,1,1
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,beforeEach,4,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,activation,43,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,findMatches,26,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,getResourceResolver,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,hasPattern,11,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,matches,27,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,getResourceResolver,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,close,2,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,responsiveGridEqual,49,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,getResourceResolver,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,close,2,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,responsiveGridExtraFirst,56,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,getResourceResolver,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,close,2,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,responsiveGridExtraSecond,127,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,getResourceResolver,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,close,2,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,responsiveGridExtraMiddle,104,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,getResourceResolver,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,close,2,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,container,65,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,getResourceResolver,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlRewriteRuleTest,close,2,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlTreeRewriteTest,beforeEach,5,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlTreeRewriteTest,test,44,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlTreeRewriteTest,getResourceResolver,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ColumnControlTreeRewriteTest,close,2,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ParsysComponentNodeBasedRuleTest,beforeEach,4,1,0
aem-modernize-tools,com.adobe.aem.modernize.component.rule,ParsysComponentNodeBasedRuleTest,testConversion,26,1,0
aem-modernize-tools,com.adobe.aem.modernize.form.job,FormConversionJobExecutor,doProcess,55,7,3
aem-modernize-tools,com.adobe.aem.modernize.form.job,FormConversionJobExecutor,getResourceResolverFactory,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.form.job,FormConversionJobExecutor,getFormsAssetPathFromPagePath,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.form.job,FormConversionJobExecutorTest,beforeEach,12,1,0
aem-modernize-tools,com.adobe.aem.modernize.form.job,FormConversionJobExecutorTest,testPathsNotForm,17,1,0
aem-modernize-tools,com.adobe.aem.modernize.form.job,FormConversionJobExecutorTest,testSourceRootMissing,20,1,0
aem-modernize-tools,com.adobe.aem.modernize.form.job,FormConversionJobExecutorTest,createVersionManagementFails,29,1,0
aem-modernize-tools,com.adobe.aem.modernize.form.job,FormConversionJobExecutorTest,createRevision,3,1,3
aem-modernize-tools,com.adobe.aem.modernize.form.job,FormConversionJobExecutorTest,restore,3,1,2
aem-modernize-tools,com.adobe.aem.modernize.form.job,FormConversionJobExecutorTest,testWhenFormCopyFails,34,1,0
aem-modernize-tools,com.adobe.aem.modernize.form.job,FormConversionJobExecutorTest,createRevision,6,1,3
aem-modernize-tools,com.adobe.aem.modernize.form.job,FormConversionJobExecutorTest,copy,3,1,6
aem-modernize-tools,com.adobe.aem.modernize.form.job,FormConversionJobExecutorTest,doProcessNoReprocess,51,1,0
aem-modernize-tools,com.adobe.aem.modernize.form.job,FormConversionJobExecutorTest,createRevision,6,1,3
aem-modernize-tools,com.adobe.aem.modernize.form.job,FormConversionJobExecutorTest,copy,5,1,6
aem-modernize-tools,com.adobe.aem.modernize.form.job,FormConversionJobExecutorTest,doProcessReprocess,49,2,0
aem-modernize-tools,com.adobe.aem.modernize.form.job,FormConversionJobExecutorTest,createRevision,6,1,3
aem-modernize-tools,com.adobe.aem.modernize.form.job,FormConversionJobExecutorTest,restore,7,2,2
aem-modernize-tools,com.adobe.aem.modernize.impl,ListPageVisitor,ListPageVisitor,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.impl,ListPageVisitor,ListPageVisitor,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.impl,ListPageVisitor,visit,5,2,1
aem-modernize-tools,com.adobe.aem.modernize.impl,ListPageVisitor,traverseChildren,11,4,1
aem-modernize-tools,com.adobe.aem.modernize.impl,ListPageVisitor,getPaths,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.impl,RewriteUtils,updateReferences,25,6,3
aem-modernize-tools,com.adobe.aem.modernize.impl,RewriteUtils,restore,9,2,2
aem-modernize-tools,com.adobe.aem.modernize.impl,RewriteUtils,createVersion,10,2,2
aem-modernize-tools,com.adobe.aem.modernize.impl,RewriteUtils,copyPage,8,2,4
aem-modernize-tools,com.adobe.aem.modernize.impl,ListPageVisitorTest,beforeEach,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.impl,ListPageVisitorTest,testVisit,11,1,0
aem-modernize-tools,com.adobe.aem.modernize.impl,ListPageVisitorTest,testVisitDepth,12,1,0
aem-modernize-tools,com.adobe.aem.modernize.impl,RewriteUtilsTest,beforeEach,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.impl,RewriteUtilsTest,updateReferences,34,1,0
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutor,process,47,5,2
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutor,login,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutor,updateTracking,6,1,2
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutor,updateBucket,8,1,2
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutor,logFinish,4,1,2
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutor,attemptTrackingUpdate,12,2,1
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutor,getTrackingInfo,11,3,1
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutor,isOverwrite,7,2,1
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutor,getPageHandling,12,2,1
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutor,getTargetConfPath,7,2,1
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutor,getSourceRoot,7,2,1
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutor,getTargetRoot,7,2,1
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutor,getTemplateRules,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutor,getPolicyRules,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutor,getComponentRules,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutor,getRules,14,4,2
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutor,doProcess,0,1,3
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutor,getResourceResolverFactory,0,1,0
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutor,doProcess,64,10,3
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutor,getResourceResolverFactory,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutor,importPolicies,37,6,5
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutor,visit,30,6,1
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutor,applyPolicies,34,4,3
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutor,visit,24,4,1
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutor,fixChildrenOrder,12,2,1
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutorTest,beforeEach,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutorTest,setupResult,18,2,1
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutorTest,testMissingTrackingPath,5,1,0
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutorTest,testLoginFails,19,1,0
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutorTest,getServiceResourceResolver,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutorTest,testTrackingNotFound,13,1,0
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutorTest,testCommitFails,25,1,0
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutorTest,commit,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutorTest,revert,2,1,0
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutorTest,testSavesJobData,27,1,0
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutorTest,doProcess,5,1,3
aem-modernize-tools,com.adobe.aem.modernize.job,AbstractConversionJobExecutorTest,getResourceResolverFactory,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.job,NoOpJobExecutor,doProcess,5,1,3
aem-modernize-tools,com.adobe.aem.modernize.job,NoOpJobExecutor,getResourceResolverFactory,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutorTest,beforeEach,22,1,0
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutorTest,testPathsNotPage,17,1,0
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutorTest,createVersionManagementFails,41,2,0
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutorTest,createRevision,3,1,3
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutorTest,restore,3,1,2
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutorTest,adaptTo,8,2,2
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutorTest,doProcessNoReprocess,124,6,0
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutorTest,createRevision,6,1,3
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutorTest,copy,5,1,6
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutorTest,adaptTo,8,2,2
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutorTest,delegate,9,3,1
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutorTest,delegate,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutorTest,delegate,6,2,2
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutorTest,delegate,6,2,2
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutorTest,doProcessReprocess,124,7,0
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutorTest,createRevision,6,1,3
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutorTest,restore,7,2,2
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutorTest,adaptTo,8,2,2
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutorTest,delegate,9,3,1
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutorTest,delegate,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutorTest,delegate,6,2,2
aem-modernize-tools,com.adobe.aem.modernize.job,FullConversionJobExecutorTest,delegate,6,2,2
aem-modernize-tools,com.adobe.aem.modernize.job.datasource,ConversionJobBucketDataSource,doGet,28,4,2
aem-modernize-tools,com.adobe.aem.modernize.job.datasource,ConversionJobBucketDataSource,buildDataSource,29,4,4
aem-modernize-tools,com.adobe.aem.modernize.job.datasource,ConversionJobDataSource,doGet,29,5,2
aem-modernize-tools,com.adobe.aem.modernize.job.datasource,ConversionJobDataSource,findJobs,39,4,4
aem-modernize-tools,com.adobe.aem.modernize.job.datasource,ConversionJobDataSource,buildDataSource,50,7,4
aem-modernize-tools,com.adobe.aem.modernize.job.datasource,ConversionJobBucketDataSourceTest,beforeAll,4,1,0
aem-modernize-tools,com.adobe.aem.modernize.job.datasource,ConversionJobBucketDataSourceTest,beforeEach,7,1,0
aem-modernize-tools,com.adobe.aem.modernize.job.datasource,ConversionJobBucketDataSourceTest,testNoPath,8,1,0
aem-modernize-tools,com.adobe.aem.modernize.job.datasource,ConversionJobBucketDataSourceTest,testPathNotFound,10,1,0
aem-modernize-tools,com.adobe.aem.modernize.job.datasource,ConversionJobBucketDataSourceTest,testBucket,46,1,0
aem-modernize-tools,com.adobe.aem.modernize.job.datasource,ConversionJobBucketDataSourceTest,testBucket2,31,1,0
aem-modernize-tools,com.adobe.aem.modernize.job.datasource,ConversionJobDataSourceTest,beforeAll,4,1,0
aem-modernize-tools,com.adobe.aem.modernize.job.datasource,ConversionJobDataSourceTest,beforeEach,8,1,0
aem-modernize-tools,com.adobe.aem.modernize.job.datasource,ConversionJobDataSourceTest,testNoPath,8,1,0
aem-modernize-tools,com.adobe.aem.modernize.job.datasource,ConversionJobDataSourceTest,testNoJobResourceType,8,1,0
aem-modernize-tools,com.adobe.aem.modernize.job.datasource,ConversionJobDataSourceTest,testNoItemResourceType,8,1,0
aem-modernize-tools,com.adobe.aem.modernize.job.datasource,ConversionJobDataSourceTest,testUnresolvedSearchRoot,9,1,0
aem-modernize-tools,com.adobe.aem.modernize.job.datasource,ConversionJobDataSourceTest,testFindJobsQueryFails,26,1,2
aem-modernize-tools,com.adobe.aem.modernize.job.datasource,ConversionJobDataSourceTest,testNoMatches,24,1,2
aem-modernize-tools,com.adobe.aem.modernize.job.datasource,ConversionJobDataSourceTest,testFindJobs,80,1,2
aem-modernize-tools,com.adobe.aem.modernize.job.datasource,ConversionJobDataSourceTest,close,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.job.datasource,ConversionJobDataSourceTest,buildHits,9,1,0
aem-modernize-tools,com.adobe.aem.modernize.model,ConversionJob,getType,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.model,ConversionJob,getStatus,41,12,0
aem-modernize-tools,com.adobe.aem.modernize.model,ConversionJob,getPriorityJob,16,5,0
aem-modernize-tools,com.adobe.aem.modernize.model,ConversionJob,Type,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.model,ConversionJob,getTopic,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.model,ConversionJobBucket,getStatus,24,6,0
aem-modernize-tools,com.adobe.aem.modernize.model,ConversionJobNavItem,init,9,2,0
aem-modernize-tools,com.adobe.aem.modernize.model,ConversionJobNavItem,getNavBuckets,11,3,0
aem-modernize-tools,com.adobe.aem.modernize.model,ConversionJobNavItem,getIcon,16,6,0
aem-modernize-tools,com.adobe.aem.modernize.model,ConversionJobNavItem,getStatusClass,14,6,0
aem-modernize-tools,com.adobe.aem.modernize.model,ConversionJobBucketNavItem,getIcon,16,6,0
aem-modernize-tools,com.adobe.aem.modernize.model,ConversionJobBucketNavItem,getStatusClass,14,6,0
aem-modernize-tools,com.adobe.aem.modernize,RewriteException,RewriteException,3,1,1
aem-modernize-tools,com.adobe.aem.modernize,RewriteException,RewriteException,3,1,2
aem-modernize-tools,com.adobe.aem.modernize,MockHit,MockHit,3,1,1
aem-modernize-tools,com.adobe.aem.modernize,MockHit,getResource,3,1,0
aem-modernize-tools,com.adobe.aem.modernize,MockHit,getNode,3,1,0
aem-modernize-tools,com.adobe.aem.modernize,MockHit,getPath,3,1,0
aem-modernize-tools,com.adobe.aem.modernize,MockHit,getProperties,3,1,0
aem-modernize-tools,com.adobe.aem.modernize,MockHit,getIndex,3,1,0
aem-modernize-tools,com.adobe.aem.modernize,MockHit,getExcerpts,3,1,0
aem-modernize-tools,com.adobe.aem.modernize,MockHit,getExcerpt,3,1,0
aem-modernize-tools,com.adobe.aem.modernize,MockHit,getTitle,3,1,0
aem-modernize-tools,com.adobe.aem.modernize,MockHit,getScore,3,1,0
aem-modernize-tools,com.adobe.aem.modernize,MockRule,MockRule,3,1,1
aem-modernize-tools,com.adobe.aem.modernize,MockRule,getId,3,1,0
aem-modernize-tools,com.adobe.aem.modernize,MockRule,matches,3,1,1
aem-modernize-tools,com.adobe.aem.modernize,MockRule,applyTo,3,1,2
aem-modernize-tools,com.adobe.aem.modernize,MockRule,hashCode,3,1,0
aem-modernize-tools,com.adobe.aem.modernize,MockRule,equals,3,1,1
aem-modernize-tools,com.adobe.aem.modernize,MockStyle,MockStyle,3,1,3
aem-modernize-tools,com.adobe.aem.modernize,MockStyle,MockStyle,11,2,4
aem-modernize-tools,com.adobe.aem.modernize,MockStyle,getPath,3,1,0
aem-modernize-tools,com.adobe.aem.modernize,MockStyle,getCell,3,1,0
aem-modernize-tools,com.adobe.aem.modernize,MockStyle,getDefiningResource,3,1,1
aem-modernize-tools,com.adobe.aem.modernize,MockStyle,getDefiningPath,3,1,1
aem-modernize-tools,com.adobe.aem.modernize,MockStyle,getSubStyle,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.policy.impl,PolicyImportRuleServiceImpl,getSearchPaths,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.policy.impl,PolicyImportRuleServiceImpl,getNodeRule,9,1,1
aem-modernize-tools,com.adobe.aem.modernize.policy.impl,PolicyImportRuleServiceImpl,apply,15,2,5
aem-modernize-tools,com.adobe.aem.modernize.policy.impl,PolicyImportRuleServiceImpl,apply,30,6,4
aem-modernize-tools,com.adobe.aem.modernize.policy.impl,PolicyImportRuleServiceImpl,populateMetadata,9,3,1
aem-modernize-tools,com.adobe.aem.modernize.policy.impl,PolicyImportRuleServiceImpl,createPolicy,31,6,4
aem-modernize-tools,com.adobe.aem.modernize.policy.impl,PolicyImportRuleServiceImpl,bindRule,4,1,2
aem-modernize-tools,com.adobe.aem.modernize.policy.impl,PolicyImportRuleServiceImpl,unbindRule,4,1,2
aem-modernize-tools,com.adobe.aem.modernize.policy.impl,PolicyImportRuleServiceImpl,activate,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.policy.impl,PolicyTreeImporter,importStyles,19,6,4
aem-modernize-tools,com.adobe.aem.modernize.policy.impl,PolicyTreeImporter,importStyle,20,5,5
aem-modernize-tools,com.adobe.aem.modernize.policy.impl,PolicyTreeImporter,moveTo,18,4,3
aem-modernize-tools,com.adobe.aem.modernize.policy.impl,PolicyImportRuleServiceImplTest,beforeEach,22,2,0
aem-modernize-tools,com.adobe.aem.modernize.policy.impl,PolicyImportRuleServiceImplTest,testShallowApply,35,1,0
aem-modernize-tools,com.adobe.aem.modernize.policy.impl,PolicyImportRuleServiceImplTest,$init,4,1,1
aem-modernize-tools,com.adobe.aem.modernize.policy.impl,PolicyImportRuleServiceImplTest,matches,3,1,1
aem-modernize-tools,com.adobe.aem.modernize.policy.impl,PolicyImportRuleServiceImplTest,applyTo,4,1,2
aem-modernize-tools,com.adobe.aem.modernize.policy.impl,PolicyImportRuleServiceImplTest,getRanking,3,1,0
aem-modernize-tools,com.adobe.aem.modernize.policy.impl,PolicyImportRuleServiceImplTest,testOverrideShallow,35,1,0
aem-modernize-tools,com.adobe.aem.modernize.policy.impl,PolicyImportRuleServiceImplTest,$init,4,1,1
aem-modernize-tools,com.adobe.aem.modernize.policy.impl,PolicyImportRuleServiceImplTest,matches,3,1,1
